1000	1	1
1001	3	3
1002	1	1
1003	5	5
1005	2	2
1006	2	2
1007	3	3
1008	1	1
1010	3	3
1011	2	2
1012	3	3
1013	2	2
1014	1	1
1015	1	1
1016	2	2
1018	1	1
1019	1	1
1020	3	3
1021	1	1
1024	1	1
1025	2	2
1026	4	3
1027	3	3
1028	3	3
1029	2	2
1030	2	2
1032	1	1
1033	3	3
1034	4	4
1035	1	1
1036	1	1
1038	6	6
1039	2	2
1040	2	2
1041	3	3
1042	3	3
1043	3	3
1044	1	1
1045	3	3
1046	1	1
1047	3	3
1048	3	3
1049	1	1
1050	5	5
1052	3	3
1053	1	1
1054	2	2
1055	3	3
1056	1	1
1057	2	2
1058	2	2
1059	3	3
1060	3	3
1061	4	4
1062	3	3
1064	1	1
1066	3	3
1067	2	2
1070	2	2
1071	1	1
1073	2	2
1074	2	2
1075	1	1
1077	1	1
1078	2	2
1079	2	2
1080	3	3
1082	1	1
1083	5	5
1084	2	2
1085	1	1
1086	1	1
1087	1	1
1088	3	3
1089	3	3
1091	1	1
1092	2	2
1093	2	2
1094	1	1
1095	1	1
1096	3	3
1097	1	1
1098	4	4
1099	2	2
1100	1	1
1101	2	2
1102	5	5
1103	2	2
1104	3	3
1105	3	3
1107	2	2
1108	2	2
1109	4	4
1110	2	2
1111	1	1
1112	2	2
1113	2	2
1114	1	1
1115	3	3
1116	3	3
1117	2	2
1118	2	2
1119	1	1
1120	4	4
1121	3	3
1122	2	2
1123	2	2
1124	6	6
1125	2	2
1126	1	1
1128	1	1
1129	2	2
1130	4	4
1131	4	4
1132	1	1
1133	2	2
1134	2	2
1135	1	1
1136	2	2
1137	2	2
1139	3	3
1140	2	2
1141	3	3
1142	5	5
1143	2	2
1144	2	2
1145	2	2
1146	2	2
1147	2	2
1148	2	2
1149	1	1
1151	2	2
1152	1	1
1153	1	1
1154	1	1
1156	2	2
1157	1	1
1158	2	2
1159	6	6
1160	1	1
1162	1	1
1163	3	3
1164	4	4
1165	1	1
1166	3	3
1167	3	3
1168	2	2
1169	2	2
1172	4	4
1173	3	3
1174	3	3
1176	2	2
1177	2	2
1178	3	3
1179	1	1
1180	2	2
1181	2	2
1182	1	1
1183	3	3
1184	4	4
1185	3	3
1186	1	1
1187	1	1
1189	2	2
1190	3	3
1191	4	4
1192	1	1
1193	2	2
1194	3	3
1195	4	4
1196	1	1
1197	1	1
1198	2	2
1199	3	3
1200	2	2
1202	1	1
1203	1	1
1204	4	4
1205	2	2
1206	2	2
1207	1	1
1208	3	3
1209	6	6
1210	1	1
1211	4	4
1212	1	1
1213	2	2
1214	1	1
1215	4	4
1216	1	1
1218	3	3
1219	2	2
1220	1	1
1221	2	2
1222	4	4
1223	1	1
1224	1	1
1226	1	1
1227	6	6
1228	2	2
1230	2	2
1231	4	4
1232	3	3
1234	1	1
1235	2	2
1237	3	3
1240	1	1
1241	4	4
1242	1	1
1243	1	1
1244	3	3
1245	4	4
1248	1	1
1249	2	2
1250	3	3
1251	4	4
1252	1	1
1254	1	1
1255	4	4
1256	1	1
1258	4	4
1260	2	2
1261	1	1
1262	1	1
1264	4	4
1265	5	5
1266	1	1
1268	2	2
1269	1	1
1270	1	1
1271	3	3
1272	6	6
1273	1	1
1274	2	2
1275	5	5
1277	3	3
1278	4	4
1280	3	3
1282	5	5
1283	3	3
1284	2	2
1285	3	3
1286	4	4
1287	4	4
1288	1	1
1289	1	1
1290	5	5
1291	5	5
1292	2	2
1293	3	3
1295	3	3
1296	1	1
1297	3	3
1298	3	3
1299	1	1
1300	7	7
1301	1	1
1302	1	1
1304	2	2
1305	3	3
1306	2	2
1308	1	1
1309	3	3
1310	1	1
1311	2	2
1312	2	2
1313	1	1
1314	3	3
1315	4	4
1316	1	1
1317	1	1
1318	2	2
1319	1	1
1320	2	2
1322	1	1
1323	3	3
1325	2	2
1326	3	3
1327	3	3
1330	2	2
1331	2	2
1332	2	2
1333	3	3
1334	2	2
1335	1	1
1337	1	1
1338	4	4
1339	1	1
1340	5	5
1341	2	2
1342	7	7
1344	2	2
1346	2	2
1347	1	1
1348	2	2
1350	1	1
1351	2	2
1352	4	4
1353	2	2
1354	3	3
1355	3	3
1356	2	2
1357	2	2
1359	1	1
1360	1	1
1361	2	2
1362	1	1
1363	2	2
1364	3	3
1365	6	6
1366	1	1
1367	3	3
1369	2	2
1371	4	4
1372	3	3
1373	1	1
1374	2	2
1375	1	1
1376	1	1
1377	2	2
1379	3	3
1380	2	2
1381	4	4
1382	1	1
1383	1	1
1384	1	1
1385	3	3
1386	1	1
1387	5	5
1388	3	3
1389	2	2
1390	2	2
1391	1	1
1392	5	5
1393	1	1
1394	4	4
1395	4	4
1396	2	2
1397	3	3
1398	1	1
1399	2	2
1400	2	2
1401	2	2
1402	2	2
1403	2	2
1404	1	1
1405	4	4
1406	2	2
1407	3	3
1409	3	3
1410	4	4
1411	4	4
1412	3	3
1413	1	1
1414	4	4
1415	5	5
1416	2	2
1417	4	4
1418	4	4
1419	1	1
1420	2	2
1421	2	2
1422	1	1
1423	3	3
1424	4	4
1425	4	4
1426	2	2
1427	1	1
1428	1	1
1429	1	1
1430	1	1
1431	2	2
1433	2	2
1434	3	3
1436	3	3
1438	3	3
1440	3	3
1441	3	3
1442	4	4
1443	2	2
1444	2	2
1446	2	2
1449	4	4
1450	3	3
1452	3	3
1453	1	1
1454	2	2
1455	1	1
1456	3	3
1457	1	1
1458	1	1
1459	3	3
1460	2	2
1461	3	3
1462	1	1
1463	3	3
1464	6	6
1465	5	5
1466	2	2
1467	5	5
1468	3	3
1469	2	2
1470	3	3
1471	1	1
1472	2	2
1473	1	1
1475	1	1
1476	3	3
1477	3	3
1478	3	3
1479	3	3
1480	3	3
1482	1	1
1484	5	5
1485	2	2
1486	2	2
1487	1	1
1488	1	1
1490	6	6
1491	2	2
1492	1	1
1493	4	4
1494	1	1
1495	1	1
1496	3	3
1498	2	2
1499	4	4
1500	2	2
1501	3	3
1502	3	3
1505	5	5
1506	2	2
1508	3	3
1510	3	3
1511	1	1
1513	3	3
1514	3	3
1515	1	1
1516	3	3
1517	2	2
1518	1	1
1519	5	5
1520	1	1
1521	3	3
1523	5	5
1524	1	1
1525	2	2
1527	4	4
1528	1	1
1530	1	1
1532	2	2
1533	3	3
1534	2	2
1535	2	2
1536	2	2
1537	1	1
1538	1	1
1539	4	4
1540	2	2
1541	5	5
1542	2	2
1543	1	1
1544	4	4
1545	1	1
1546	2	2
1547	1	1
1548	3	3
1549	1	1
1550	3	3
1551	2	2
1553	1	1
1554	3	3
1555	3	3
1556	1	1
1557	1	1
1558	1	1
1559	3	3
1560	2	2
1561	1	1
1562	5	5
1564	2	2
1566	1	1
1567	4	4
1568	1	1
1569	1	1
1571	3	3
1572	2	2
1573	2	2
1574	6	6
1575	2	2
1576	3	3
1577	2	2
1578	1	1
1579	2	2
1580	3	3
1582	1	1
1583	5	5
1584	1	1
1585	2	2
1586	4	4
1587	4	4
1588	1	1
1589	2	2
1590	5	5
1591	1	1
1592	2	2
1593	1	1
1594	2	2
1595	3	3
1596	1	1
1597	2	2
1598	2	2
1600	2	2
1601	1	1
1602	1	1
1603	4	4
1604	1	1
1605	2	2
1606	4	4
1607	2	2
1608	2	2
1609	3	3
1611	1	1
1612	2	2
1613	3	3
1614	1	1
1615	2	2
1616	1	1
1617	4	4
1619	1	1
1620	3	3
1621	2	2
1622	3	3
1623	1	1
1624	1	1
1625	4	4
1626	5	5
1627	1	1
1628	1	1
1629	4	4
1632	2	2
1633	3	3
1635	2	2
1636	2	2
1637	4	4
1639	2	2
1640	4	4
1641	1	1
1642	1	1
1643	2	2
1644	2	2
1645	4	4
1646	4	4
1647	1	1
1648	2	2
1649	2	2
1650	1	1
1651	5	5
1652	1	1
1654	5	5
1655	3	3
1656	4	4
1658	1	1
1659	2	2
1660	2	2
1661	3	3
1662	1	1
1663	2	2
1665	2	2
1666	2	2
1668	2	2
1671	2	2
1672	5	5
1673	2	2
1674	3	3
1675	2	2
1676	2	2
1677	2	2
1678	2	2
1679	1	1
1680	4	4
1681	2	2
1682	1	1
1683	2	2
1684	2	2
1685	2	2
1686	1	1
1687	1	1
1689	1	1
1690	2	2
1691	5	5
1694	8	8
1696	1	1
1697	1	1
1699	1	1
1700	2	2
1701	2	2
1702	3	3
1703	2	2
1705	4	4
1707	1	1
1708	2	2
1709	2	2
1710	3	3
1711	1	1
1712	8	8
1713	2	2
1714	1	1
1715	1	1
1716	2	2
1717	1	1
1718	1	1
1719	3	3
1720	3	3
1722	1	1
1723	1	1
1724	4	4
1725	2	2
1727	5	5
1728	3	3
1729	2	2
1730	2	2
1731	2	2
1732	4	4
1733	1	1
1734	1	1
1736	5	5
1737	2	2
1738	2	2
1739	2	2
1740	3	3
1742	5	5
1743	1	1
1744	1	1
1745	2	2
1746	1	1
1747	1	1
1748	2	2
1751	2	2
1752	1	1
1753	2	2
1754	3	3
1757	3	3
1758	2	2
1759	1	1
1760	2	2
1761	2	2
1762	1	1
1763	2	2
1765	4	4
1766	2	2
1767	1	1
1769	1	1
1770	3	3
1771	1	1
1772	1	1
1773	1	1
1774	3	3
1775	1	1
1776	2	2
1777	1	1
1778	2	2
1779	1	1
1780	2	2
1782	3	3
1784	2	2
1785	2	2
1786	1	1
1788	2	2
1790	2	2
1791	2	2
1792	2	2
1793	4	4
1794	1	1
1795	1	1
1798	3	3
1799	1	1
1800	2	2
1801	2	2
1803	2	2
1805	1	1
1806	2	2
1807	1	1
1808	2	2
1809	1	1
1810	4	4
1811	1	1
1812	2	2
1813	1	1
1814	1	1
1816	2	2
1817	2	2
1818	2	2
1819	2	2
1820	4	4
1821	2	2
1822	2	2
1823	2	2
1824	2	2
1825	4	4
1826	2	2
1828	4	4
1829	5	5
1830	3	3
1831	1	1
1832	2	2
1833	2	2
1834	2	2
1838	1	1
1839	2	2
1840	1	1
1841	2	2
1842	2	2
1843	2	2
1844	2	2
1845	3	3
1846	4	4
1848	1	1
1849	3	3
1850	3	3
1851	3	3
1853	4	4
1854	4	4
1855	3	3
1856	3	3
1857	1	1
1858	1	1
1859	1	1
1860	1	1
1861	4	4
1863	1	1
1864	3	3
1865	1	1
1866	4	4
1867	3	3
1868	3	3
1869	2	2
1870	4	4
1871	2	2
1872	2	2
1873	4	4
1874	1	1
1875	5	5
1876	2	2
1877	2	2
1878	1	1
1879	1	1
1880	3	3
1881	3	3
1882	2	2
1883	2	2
1884	2	2
1886	1	1
1887	2	2
1888	3	3
1889	1	1
1890	1	1
1891	1	1
1892	3	3
1894	4	4
1895	1	1
1896	6	6
1897	1	1
1898	1	1
1899	2	2
1901	3	3
1902	5	5
1903	3	3
1905	2	2
1906	3	3
1907	1	1
1908	4	4
1909	1	1
1910	4	4
1911	4	4
1913	2	2
1915	3	3
1916	3	3
1917	4	4
1918	2	2
1919	1	1
1920	3	3
1921	2	2
1922	3	3
1923	3	3
1924	1	1
1925	3	3
1926	1	1
1927	4	4
1928	4	4
1929	1	1
1930	2	2
1931	1	1
1932	1	1
1934	1	1
1935	1	1
1936	4	4
1937	1	1
1938	2	2
1939	6	6
1940	2	2
1941	1	1
1942	3	3
1944	3	3
1945	5	5
1946	3	3
1948	3	3
1949	3	3
1950	3	3
1951	4	4
1952	5	5
1953	5	5
1955	3	3
1956	2	2
1957	2	2
1959	1	1
1961	1	1
1962	4	4
1963	3	3
1964	1	1
1965	1	1
1966	2	2
1968	3	3
1969	3	3
1970	3	3
1971	1	1
1972	1	1
1973	2	2
1974	1	1
1975	1	1
1976	1	1
1977	2	2
1978	4	4
1979	2	2
1980	1	1
1981	3	3
1982	5	5
1983	1	1
1984	2	2
1985	1	1
1986	1	1
1987	2	2
1988	2	2
1989	1	1
1990	1	1
1991	3	3
1992	1	1
1993	1	1
1994	5	5
1995	2	2
1996	1	1
1997	1	1
1998	3	3
1999	1	1
2000	1	1
2003	1	1
2006	1	1
2007	1	1
2008	3	3
2010	3	3
2011	4	4
2012	1	1
2014	1	1
2015	4	4
2016	2	2
2017	2	2
2018	1	1
2022	1	1
2023	2	2
2024	3	3
2025	2	2
2026	1	1
2028	2	2
2029	3	3
2030	2	2
2031	2	2
2032	2	2
2033	3	3
2035	3	3
2036	1	1
2038	4	4
2039	1	1
2040	4	4
2041	1	1
2042	2	2
2043	1	1
2044	3	3
2045	2	2
2046	2	2
2047	1	1
2048	2	2
2049	1	1
2051	1	1
2052	2	2
2053	3	3
2054	1	1
2055	4	4
2057	2	2
2058	1	1
2059	4	4
2061	3	3
2062	2	2
2063	1	1
2064	2	2
2065	3	3
2066	1	1
2068	3	3
2069	1	1
2070	3	3
2071	1	1
2072	2	2
2073	1	1
2074	3	3
2075	1	1
2076	1	1
2078	2	2
2079	2	2
2080	2	2
2081	2	2
2082	3	3
2083	1	1
2084	1	1
2085	4	4
2086	3	3
2087	5	5
2088	3	3
2089	4	4
2090	2	2
2091	2	2
2092	4	4
2093	1	1
2094	3	3
2095	1	1
2096	3	3
2097	7	7
2098	1	1
2099	2	2
2100	2	2
2101	2	2
2102	3	3
2103	1	1
2104	2	2
2105	2	2
2106	2	2
2108	2	2
2109	2	2
2110	4	4
2111	2	2
2112	1	1
2113	4	4
2114	4	4
2115	1	1
2117	2	2
2118	1	1
2119	2	2
2120	3	3
2121	3	3
2122	2	2
2123	4	4
2124	1	1
2125	1	1
2126	3	3
2127	1	1
2128	1	1
2129	1	1
2130	2	2
2131	2	2
2132	1	1
2133	1	1
2134	3	3
2135	2	2
2136	4	4
2137	3	3
2138	1	1
2139	2	2
2140	1	1
2141	1	1
2142	2	2
2143	3	3
2145	2	2
2146	2	2
2147	2	2
2148	3	3
2149	2	2
2150	1	1
2151	2	2
2152	3	3
2153	2	2
2154	3	3
2156	4	4
2157	2	2
2158	1	1
2159	1	1
2160	1	1
2161	1	1
2162	1	1
2163	2	2
2164	2	2
2165	2	2
2166	1	1
2167	1	1
2168	5	5
2169	1	1
2170	3	3
2171	2	2
2173	2	2
2174	5	5
2175	1	1
2176	1	1
2178	3	3
2179	4	4
2180	4	4
2181	1	1
2182	2	2
2183	3	3
2184	2	2
2185	1	1
2186	1	1
2187	4	4
2188	1	1
2189	3	3
2190	5	5
2191	1	1
2192	1	1
2193	3	3
2194	1	1
2196	1	1
2197	5	5
2198	2	2
2200	3	3
2201	2	2
2202	3	3
2203	6	6
2204	1	1
2205	2	2
2207	1	1
2208	3	3
2209	3	3
2210	4	4
2211	1	1
2213	3	3
2214	1	1
2216	2	2
2217	2	2
2218	4	4
2219	1	1
2220	2	2
2223	5	5
2225	3	3
2226	4	4
2227	2	2
2228	5	5
2229	1	1
2231	1	1
2232	4	4
2233	1	1
2234	4	4
2235	1	1
2236	3	3
2237	2	2
2239	2	2
2240	2	2
2241	1	1
2242	1	1
2243	1	1
2244	1	1
2245	2	2
2246	2	2
2247	1	1
2249	4	4
2251	1	1
2252	3	3
2253	1	1
2254	2	2
2255	1	1
2256	3	3
2258	1	1
2259	4	4
2260	1	1
2261	1	1
2262	1	1
2263	1	1
